web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212137-92","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","PROMO CONGÉLATEUR 400LITRES ASTECH SILVER
Neuf
Plateau,
Dakar

mardi, 23:02

219 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-congelateur-400litres-astech-silver-6080515","PROMO CONGÉLATEUR 400LITRES ASTECH SILVER","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/df96d8c3c7fb034e9d2e05c9f72c73be/-/horizon-files-prod/ed/picture/qj4rv444/a4b27dd7e39ef4134313ac4f20828c8def2a0212.jpg"
"1717212146-93","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","PROMO RÉFRIGÉRATEUR 337LITRES SMART TECHNOLOGY SIDE BY SIDE
Neuf
Plateau,
Dakar

mardi, 23:16

549 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/promo-refrigerateur-337litres-smart-technology-side-by-side-6080527","PROMO RÉFRIGÉRATEUR 337LITRES SMART TECHNOLOGY SIDE BY SIDE","Neuf","Plateau

Dakar","549 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e744d98e5b381ca34b63c7fe3068ac0/-/horizon-files-prod/ed/picture/qngxrggk/073c1bcd24fc8822cd35a67517324c50b261780f.jpg"
"1717212150-94","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","PROMO RÉFRIGÉRATEUR 635LITRES SHARP SIDE BY SIDE 2PORTES
Neuf
Plateau,
Dakar

mardi, 23:32

579 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-refrigerateur-635litres-sharp-side-by-side-2portes-6080530","PROMO RÉFRIGÉRATEUR 635LITRES SHARP SIDE BY SIDE 2PORTES","Neuf","Plateau

Dakar","579 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f36b9346a9e98a75b6b9c5854590fc5c/-/horizon-files-prod/ed/picture/q8v5qvv7/52cee84e3f14b44a2917e3357499c1a8b10aa68d.jpg"
"1717212154-95","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","Réfrigérateur bar 2 porte smart
Neuf
Colobane,
Dakar

mardi, 23:40

89 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-bar-2-porte-smart-6080534","Réfrigérateur bar 2 porte smart","Neuf","Colobane

Dakar","89 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5bfe03c7c976ef116271a8da1829ee1/-/horizon-files-prod/ed/picture/qm5p855z/01a4166919d9a45dcae5af61ac79cca20fa49266.jpg"
"1717212157-96","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","PROMO CONGÉLATEUR 600LITRES WHIRPOOL HORIZONTAL BLANC
Neuf
Plateau,
Dakar

mardi, 23:40

305 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-congelateur-600litres-whirpool-horizontal-blanc-6080532","PROMO CONGÉLATEUR 600LITRES WHIRPOOL HORIZONTAL BLANC","Neuf","Plateau

Dakar","305 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0ab34d011a6fdd1db0d22e51401864d/-/horizon-files-prod/ed/picture/qrzvdzz9/4d10c949a58b7b060fda2dfe0bc943f03f6093f8.jpg"
"1717212161-97","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","Réfrigérateur Combiné Astech 3 Tiroirs
Neuf
Plateau,
Dakar

mardi, 23:48

170 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/refrigerateur-combine-astech-3-tiroirs-5626445","Réfrigérateur Combiné Astech 3 Tiroirs","Neuf","Plateau

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/927d74e808835eed1e8aa42db1c7d98d/-/horizon-files-prod/ed/picture/q787v0em/13eaaf650ba2001e29d24122d529aa498d502253.jpg"
"1717212164-98","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","PROMO CONGÉLATEUR 800LITRES HAIER HORIZONTAL BLANC
Neuf
Plateau,
Dakar

mardi, 23:49

529 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-congelateur-800litres-haier-horizontal-blanc-6080537","PROMO CONGÉLATEUR 800LITRES HAIER HORIZONTAL BLANC","Neuf","Plateau

Dakar","529 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8f44e6981fcfab9aeae10176e146e1a/-/horizon-files-prod/ed/picture/qj4rv4j4/5914855355ba33094abe23597230f22606928c37.jpg"
"1717212168-99","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","PROMO CONGÉLATEUR 300LITRES FINIX HORIZONTAL
Neuf
Plateau,
Dakar

mardi, 23:56

179 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-congelateur-300litres-finix-horizontal-6080542","PROMO CONGÉLATEUR 300LITRES FINIX HORIZONTAL","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/869132fe08df0a8bcd5418567b869ffa/-/horizon-files-prod/ed/picture/qenqgn59/b7175fa5290e7e83834fe2b8ff9264bd112efc5b.jpg"
"1717212172-100","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","Refrigerateur ENDURO 550 Litres RDS550BG
Neuf
Colobane,
Dakar

mercredi, 01:22

280 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/refrigerateur-enduro-550-litres-rds550bg-6055021","Refrigerateur ENDURO 550 Litres RDS550BG","Neuf","Colobane

Dakar","280 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3130cc8c2191a4b2f390350fc7583bc0/-/horizon-files-prod/ed/picture/qzvdmwj8/0f2d0dc5081cbfbbdf6b28d21bee1ea0d58ccb63.png"
"1717212176-101","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","Frigo combiné
D'occasion
Ouakam,
Dakar

mercredi, 10:35

100 000 F Cfa

776509942","https://www.expat-dakar.com/annonce/frigo-combine-6080549","Frigo combiné","D'occasion","Ouakam

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b7ada9ab210516044a9810808b7ce5ae/-/horizon-files-prod/ed/picture/qngxrgdk/279d64f54c70da2f71e7e3d619acc6257aebc85c.jpg"
"1717212179-102","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=11","Combiné Beko 3 Tiroirs 240L
Neuf
Plateau,
Dakar

16. févr., 17:08

230 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/combine-beko-3-tiroirs-240l-6005937","Combiné Beko 3 Tiroirs 240L","Neuf","Plateau

Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/542fd4770b56ea16aaf975d2fd966732/-/horizon-files-prod/ed/picture/qj4r9mvr/cca4ab82a5440937994dc87b66d15a2a12684af8.jpg"
"1717212187-103","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","REFRIGERATEUR COMBINE 252L FINIX 252
Neuf
Plateau,
Dakar

mercredi, 12:05

Vendeur vérifié

199 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/refrigerateur-combine-252l-finix-252-5752199","REFRIGERATEUR COMBINE 252L FINIX 252","Neuf","Plateau

Dakar","199 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb591ba1e7481ee9f27cae9bc6a9b802/-/horizon-files-prod/ed/picture/qxj6epmn/83b8b580a00e7e6a51e4f64ed2650195da6c4d0d.png"
"1717212191-104","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","REFRIGERATEUR SBS 620L FINIX 620 4 PORT
Neuf
Plateau,
Dakar

mercredi, 12:06

Vendeur vérifié

569 900 F Cfa

786374400","https://www.expat-dakar.com/annonce/refrigerateur-sbs-620l-finix-620-4-port-5752208","REFRIGERATEUR SBS 620L FINIX 620 4 PORT","Neuf","Plateau

Dakar","569 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/820d9f307d98d669032469fbf680a021/-/horizon-files-prod/ed/picture/q8vzx470/5701c974af7d4ef5bd4fb24df4a23babb320c7a7.png"
"1717212195-105","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","Kit Frigo portatif Solaire voiture
Neuf
Keur Massar,
Dakar

mercredi, 12:22

778256969

781693939

338249369","https://www.expat-dakar.com/annonce/kit-frigo-portatif-solaire-voiture-6053886","Kit Frigo portatif Solaire voiture","Neuf","Keur Massar

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/24904ae78aafdec58dbfbfc96f8f1e7d/-/horizon-files-prod/ed/picture/qenq4jdz/af2524093bffb9d528925537d409b8b7782f71ba.jpg"
"1717212200-106","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","Promo Tabaski congélateur A+
Neuf
Plateau,
Dakar

jeudi, 02:26

776048102","https://www.expat-dakar.com/annonce/promo-tabaski-congelateur-a-6081058","Promo Tabaski congélateur A+","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c9563f1dbaa9e6c96e6161303d4dcf3c/-/horizon-files-prod/ed/picture/qkrg95gz/a7849318f5f6399accc09207effa9314f143540c.jpg"
"1717212203-107","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","Frigo bar avec chambre froide 120l
Venant
Derkle,
Dakar

mercredi, 15:17

Vendeur vérifié

65 000 F Cfa

776361422","https://www.expat-dakar.com/annonce/frigo-bar-avec-chambre-froide-120l-6081101","Frigo bar avec chambre froide 120l","Venant","Derkle

Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6274a91c8ca1e6f5b6b954b63458b971/-/horizon-files-prod/ed/picture/q785n7jq/774153cd25b545b976c7151d4bae458919599d51.jpg"
"1717212207-108","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","Congélateur Astech 280L
Neuf
Plateau,
Dakar

mercredi, 17:08

140 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/congelateur-astech-280l-6081163","Congélateur Astech 280L","Neuf","Plateau

Dakar","140 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5fc2e4565920ab01d781b3f3e6c69b7/-/horizon-files-prod/ed/picture/q56x74z5/d7a2dedb97ba016f99d56889c13eb7c7e6607925.jpg"
"1717212211-109","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","Réfrigérateur Combiné Astech 4 Tiroirs
Neuf
Plateau,
Dakar

mercredi, 17:12

225 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/refrigerateur-combine-astech-4-tiroirs-6081168","Réfrigérateur Combiné Astech 4 Tiroirs","Neuf","Plateau

Dakar","225 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1747581c067a10ad6f8db0a482fd362b/-/horizon-files-prod/ed/picture/qv4enpkj/4d769eef9c62b92f2461f9895143f95b134c24e1.jpg"
"1717212213-110","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","Congélateur Astech 400L
Neuf
Plateau,
Dakar

mercredi, 17:14

210 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/congelateur-astech-400l-6081169","Congélateur Astech 400L","Neuf","Plateau

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ec0c85c37559bb3073293a0754c0003/-/horizon-files-prod/ed/picture/q0gwm29j/7eb02babddd6958a3db9311821c6ad238eceb23a.jpg"
"1717212217-111","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","CONGÉLATEUR ELACTRON EF 200 LITRES TRÈS BONNE QUALITÉ
Neuf
Médina,
Dakar

mercredi, 17:43

155 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/congelateur-elactron-ef-200-litres-tres-bonne-qualite-6081182","CONGÉLATEUR ELACTRON EF 200 LITRES TRÈS BONNE QUALITÉ","Neuf","Médina

Dakar","155 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/05dd80a05263c802a131ab7423117283/-/horizon-files-prod/ed/picture/qpd6kw8j/b807fa203163a69a56b2204f91e0b1d701bfe3d3.jpg"
"1717212224-112","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=10","PROMO CONGÉLATEUR 400LITRES ASTECH HORIZONTAL VITRINE
Neuf
Plateau,
Dakar

mercredi, 22:36

259 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-congelateur-400litres-astech-horizontal-vitrine-6081311","PROMO CONGÉLATEUR 400LITRES ASTECH HORIZONTAL VITRINE","Neuf","Plateau

Dakar","259 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6f04fc85a11a676f5b002741fb8e5b1d/-/horizon-files-prod/ed/picture/qxj246m8/6ddb353019d32896ffe19d5c2f32a117c52960f9.jpg"
"1717212232-113","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","PROMO RÉFRIGÉRATEUR 336LITRES ASTECH COMBINÉ 3TIROIRS
Neuf
Plateau,
Dakar

mercredi, 22:43

289 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-336litres-astech-combine-3tiroirs-6081315","PROMO RÉFRIGÉRATEUR 336LITRES ASTECH COMBINÉ 3TIROIRS","Neuf","Plateau

Dakar","289 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/af77145b00c07c3804b1adf8787ccfaa/-/horizon-files-prod/ed/picture/qj4rvjgz/cd02b16abdd26a72ab806e1360c5e9262b9ecf45.jpg"
"1717212235-114","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","PROMO RÉFRIGÉRATEUR 322LITRES ASTECH COMBINÉ 3TIROIRS
Neuf
Plateau,
Dakar

mercredi, 23:08

305 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-refrigerateur-322litres-astech-combine-3tiroirs-6081330","PROMO RÉFRIGÉRATEUR 322LITRES ASTECH COMBINÉ 3TIROIRS","Neuf","Plateau

Dakar","305 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/840a3e4a0833eb019963f1bd6f0f5c06/-/horizon-files-prod/ed/picture/q8v5qz7z/b45ee8c69f24ba38053fded68679e536e7dbf2ca.jpg"
"1717212239-115","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","PROMO FONTAINE ELACTRON AVEC FRIGO BLANC
Neuf
Plateau,
Dakar

mercredi, 23:16

73 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/promo-fontaine-elactron-avec-frigo-blanc-6081335","PROMO FONTAINE ELACTRON AVEC FRIGO BLANC","Neuf","Plateau

Dakar","73 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2518db72831bdfc21dc9fc57f65752cc/-/horizon-files-prod/ed/picture/qgq92g64/b6a95f1f5e3b4400e1eb7033ed16d18826082fdc.jpg"
"1717212242-116","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","Frigo combiné deska 3TIROIRS
Neuf
Plateau,
Dakar

mercredi, 23:27

199 900 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-combine-deska-3tiroirs-6081339","Frigo combiné deska 3TIROIRS","Neuf","Plateau

Dakar","199 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/061ea2809f1c8e658e13e943ec098ae3/-/horizon-files-prod/ed/picture/q2jqprxd/9ff4b47afb852bccd0e1b4c7489133b6842c5d85.jpg"
"1717212245-117","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","Frigo combiné deska 4tiroir BF-309
Neuf
Plateau,
Dakar

mercredi, 23:32

199 900 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-combine-deska-4tiroir-bf-309-6081344","Frigo combiné deska 4tiroir BF-309","Neuf","Plateau

Dakar","199 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/254db913dde8acd064b8cb4799b74b1a/-/horizon-files-prod/ed/picture/q6xk06jj/d9f7a7cbdb713411494dc4c14c45fe5039013fa6.jpg"
"1717212249-118","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","Split 9000btu DESKA soit 1.25Cv
Neuf
Plateau,
Dakar

mercredi, 23:53

132 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-9000btu-deska-soit-125cv-6081350","Split 9000btu DESKA soit 1.25Cv","Neuf","Plateau

Dakar","132 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c63b4b01697b29fd64799ca90e32f77/-/horizon-files-prod/ed/picture/qwe2qz7m/6f3995152aa12f8246a9b8baa1e711ef8569ba9d.jpg"
"1717212253-119","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","Split 12000btu DESKA soit 1.5Cv
Neuf
Plateau,
Dakar

mercredi, 23:56

143 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-12000btu-deska-soit-15cv-6081352","Split 12000btu DESKA soit 1.5Cv","Neuf","Plateau

Dakar","143 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc9ae0035fb5006f07298f9d1904189a/-/horizon-files-prod/ed/picture/q8v5qzwz/defd1f1c6edb09b1823821a9a0ff1dbb9627fea6.jpg"
"1717212257-120","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","Split 9000btu astech soit 1.25Cv
Neuf
Plateau,
Dakar

jeudi, 00:06

143 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-9000btu-astech-soit-125cv-6081357","Split 9000btu astech soit 1.25Cv","Neuf","Plateau

Dakar","143 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/641ac6d0208ee97df554162bea6c95d5/-/horizon-files-prod/ed/picture/qgq92ge4/69cdf532dc0328d7049ea52c7e8ff1227d0dc656.jpg"
"1717212261-121","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","Congélateur 600L horizontal astech CH600
Neuf
Plateau,
Dakar

jeudi, 00:16

312 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/congelateur-600l-horizontal-astech-ch600-6081367","Congélateur 600L horizontal astech CH600","Neuf","Plateau

Dakar","312 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/14b2b98ffdce1ef9272a309100dd4aad/-/horizon-files-prod/ed/picture/q785n7zz/fd14697718e33013a027b1632c160146f90638a6.jpg"
"1717212265-122","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=9","PROMO CONGÉLATEUR 750LITRES ÉLECTRON HORIZONTAL
Neuf
Plateau,
Dakar

jeudi, 00:18

349 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-750litres-electron-horizontal-6081369","PROMO CONGÉLATEUR 750LITRES ÉLECTRON HORIZONTAL","Neuf","Plateau

Dakar","349 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a0fb3e69cb836921c5180b4448aeb69/-/horizon-files-prod/ed/picture/q0gwm2je/b69484a7365033932a1358cb415174773c2796a4.jpg"
"1717212274-123","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","Frigo combiné 3T 420L BEKO
Neuf
Plateau,
Dakar

jeudi, 00:22

325 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-combine-3t-420l-beko-5564022","Frigo combiné 3T 420L BEKO","Neuf","Plateau

Dakar","325 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f06760c5354ac214c2c08da5efac99d/-/horizon-files-prod/ed/picture/q6xxjmg6/3e42657f43b4c5885c354ad4b9944c45918279db.jpg"
"1717212278-124","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","Frigo astech combiné 4T NOFROST
Neuf
Plateau,
Dakar

jeudi, 00:26

278 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-astech-combine-4t-nofrost-6081374","Frigo astech combiné 4T NOFROST","Neuf","Plateau

Dakar","278 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b09e2380b30b6ef34a3956cd5e7f8f5f/-/horizon-files-prod/ed/picture/q8v5qz6z/f8b6e906ac8c0335d749ae97051d5bd81cb55c2c.jpg"
"1717212282-125","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","PROMO CONGÉLATEUR 600LITRES HORIZONTAL VITRINE
Neuf
Plateau,
Dakar

jeudi, 00:30

369 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-congelateur-600litres-horizontal-vitrine-6081373","PROMO CONGÉLATEUR 600LITRES HORIZONTAL VITRINE","Neuf","Plateau

Dakar","369 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3cebf0b2bb20f8580ce4b2573a551c46/-/horizon-files-prod/ed/picture/qq47pd04/37aa08cc2866cc132498539848b64c38db6ca764.jpg"
"1717212285-126","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","PROMO CONGÉLATEUR ÉLECTRON VERTICAL 6TIROIRS
Neuf
Plateau,
Dakar

jeudi, 00:38

219 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-electron-vertical-6tiroirs-6081375","PROMO CONGÉLATEUR ÉLECTRON VERTICAL 6TIROIRS","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/556adbe0d15f9a264a2b00b8590e0690/-/horizon-files-prod/ed/picture/q448edk8/4b8c210976bf94c6af4fe5674b4115f44395e2c9.jpg"
"1717212288-127","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","PROMO CONGÉLATEUR 900LITRES ÉLECTRON HORIZONTAL
Neuf
Plateau,
Dakar

jeudi, 00:43

459 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-900litres-electron-horizontal-6081379","PROMO CONGÉLATEUR 900LITRES ÉLECTRON HORIZONTAL","Neuf","Plateau

Dakar","459 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/430b0546ba84ee3c5d21f0f47a0c12aa/-/horizon-files-prod/ed/picture/qgq92gx4/846a9785cae461934fd7e794fbcfc3d1809ed411.jpg"
"1717212292-128","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","PROMO RÉFRIGÉRATEUR 324LITRES ASTECH COMBINÉ 3TIROIRS
Neuf
Plateau,
Dakar

jeudi, 01:03

295 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-refrigerateur-324litres-astech-combine-3tiroirs-6081387","PROMO RÉFRIGÉRATEUR 324LITRES ASTECH COMBINÉ 3TIROIRS","Neuf","Plateau

Dakar","295 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f94c1ceb53a39379eb6457bba712dd4/-/horizon-files-prod/ed/picture/qzvdg4mk/691f3b3613624a2f9455eadcaf1d4360d668d6f4.jpg"
"1717212296-129","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","PROMO RÉFRIGÉRATEUR 529LITRES ELACTON SIDE BY SIDE
Neuf
Plateau,
Dakar

jeudi, 01:10

649 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-529litres-elacton-side-by-side-6081390","PROMO RÉFRIGÉRATEUR 529LITRES ELACTON SIDE BY SIDE","Neuf","Plateau

Dakar","649 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/71afacf8b5dd08455c95e0e6e29c5320/-/horizon-files-prod/ed/picture/qv4enp88/a1f30af6015774754c939cde6947ce43c53cb889.jpg"
"1717212300-130","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","REFRIGERATEUR
D'occasion
Parcelles Assainies,
Dakar

jeudi, 09:14

60 000 F Cfa

773818905","https://www.expat-dakar.com/annonce/refrigerateur-6081607","REFRIGERATEUR","D'occasion","Parcelles Assainies

Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0cb4fe747d460d5e0314928e998768c/-/horizon-files-prod/ed/picture/qq47p79n/8a3d6a5068aec5b7a0e5a08b39d968b27d502750.jpg"
"1717212303-131","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=8","Ventilateur BINATONE à eau 20L BAC-20L
Neuf
Plateau,
Dakar

jeudi, 09:14

73 500 F Cfa

771874918","https://www.expat-dakar.com/annonce/ventilateur-binatone-a-eau-20l-bac-20l-6081611","Ventilateur BINATONE à eau 20L BAC-20L","Neuf","Plateau

Dakar","73 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/74852397e0adf74355751cdcaf3fd717/-/horizon-files-prod/ed/picture/qxj242g0/cac5d5ee53f61772047e6f8a2d80e48a91d08f88.jpg"
"1717212394-132","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","Réfrigérateur Astech FC280VT 4 tiroirs
Neuf
Plateau,
Dakar

jeudi, 09:22

220 000 F Cfa

771874918","https://www.expat-dakar.com/annonce/refrigerateur-astech-fc280vt-4-tiroirs-6081623","Réfrigérateur Astech FC280VT 4 tiroirs","Neuf","Plateau

Dakar","220 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca89b16397f9f7615a73fe1137c8e94d/-/horizon-files-prod/ed/picture/q785n5xg/6d572f0cf38634117bfcdc8c1b383c3f3d2c3934.jpg"
"1717212398-133","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","Matériels venant d'Italie
Venant
Parcelles Assainies,
Dakar

jeudi, 09:44

2 F Cfa

774163177","https://www.expat-dakar.com/annonce/materiels-venant-ditalie-6081223","Matériels venant d'Italie","Venant","Parcelles Assainies

Dakar","2 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/842a9e34ae9b88314e8b556f732efec3/-/horizon-files-prod/ed/picture/q785n7mj/604151b8acf26e7d03b35be9772ed963f2592894.jpg"
"1717212401-134","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","Réfrigérateur side bybside Daevoo
Venant
Colobane,
Dakar

jeudi, 10:11

375 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-side-bybside-daevoo-6081708","Réfrigérateur side bybside Daevoo","Venant","Colobane

Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b53edf0edde0503a3c8be2900da4cd4/-/horizon-files-prod/ed/picture/q8v5q5dp/256360f8ed7ac11ac20a1ec5502c07127f8a0bf3.jpg"
"1717212406-135","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","Réfrigérateur side by side Samsung
Venant
Colobane,
Dakar

jeudi, 10:15

375 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-side-by-side-samsung-6081716","Réfrigérateur side by side Samsung","Venant","Colobane

Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/66fb0f01074f5bcf1e0f536f39cbe654/-/horizon-files-prod/ed/picture/qpd6k67r/28502691354b87bbf28a0f04c7b3bd88744e47b4.jpg"
"1717212410-136","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","CONGELATEUR ELACTRON HORIZONTAL 900LITRES SILVER EL39CFS
Neuf
Plateau,
Dakar

jeudi, 10:52

469 900 F Cfa

773448645","https://www.expat-dakar.com/annonce/congelateur-elactron-horizontal-900litres-silver-el39cfs-6060955","CONGELATEUR ELACTRON HORIZONTAL 900LITRES SILVER EL39CFS","Neuf","Plateau

Dakar","469 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/970b3e19674293f2f818bbeac54ad8d2/-/horizon-files-prod/ed/picture/qxj20pn4/00327e1bd9c7b2b75a2dd8b5e07d1f4556c98381.jpg"
